'POST_ZIP','POST_ID','POST_URL','POST_DATE','POST_TITLE','POST_PRICE', 'TIMESTAMP'
10003,6900795985,https://newyork.craigslist.org/stn/cto/d/lehi-2018-pace-fpace-jaguar-12k-miles/6900795985.html,2019-05-30 12:44,2018  F-pace fpace Jaguar 12k miles 30t premium fast and beautiful!,$35999,1560871337.0800405
10003,6911141369,https://newjersey.craigslist.org/ctd/d/new-york-city-2012-audi-a6-30t-prestige/6911141369.html,2019-06-13 11:36,2012 AUDI A6 3.0T PRESTIGE,$10650,1560871337.080079
10004,6898106014,https://newyork.craigslist.org/mnh/ctd/d/new-york-city-gt-vr4-1-billion-dollars/6898106014.html,2019-05-26 21:46,"98 3000GT VR4 $1 BILLION DOLLARS $1,000,000,000",$1000000000,1560871337.6032858
10004,6893304697,https://newyork.craigslist.org/mnh/cto/d/new-york-city-we-buying-tlc-plates/6893304697.html,2019-05-20 14:07,WE BUYING TLC PLATES,$0,1560871337.6033335
10005,6907613415,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2006-porsche-cayenne/6907613415.html,2019-06-08 14:30,2006 Porsche Cayenne-GREAT DEAL,$3000,1560871338.0297072
10005,6902580882,https://newyork.craigslist.org/mnh/cto/d/new-york-city-tlc-toyota-camry-uber/6902580882.html,2019-06-01 17:37,"TLC Toyota Camry Uber, Lyft, Via, Drive Today",$340,1560871338.0297563
10007,6913809874,https://newyork.craigslist.org/lgi/ctd/d/new-york-city-dealer-plate-auction/6913809874.html,2019-06-17 09:02,Dealer Plate w/ Auction Access Plates CHEAP 516-787-2790,$1125,1560871338.830041
10007,6913396249,https://newyork.craigslist.org/lgi/ctd/d/new-york-city-dealer-plate-auction/6913396249.html,2019-06-16 14:02,Dealer Plate w/ Auction Access Plates CHEAP 516-787-2790,$1125,1560871338.8300862
10007,6913319093,https://newyork.craigslist.org/lgi/ctd/d/new-york-city-dealer-plate-auction/6913319093.html,2019-06-16 12:03,Dealer Plate w/ Auction Access Plates CHEAP 516-787-2790,$1125,1560871338.8301156
10007,6913251684,https://newyork.craigslist.org/lgi/ctd/d/new-york-city-dealer-plate-auction/6913251684.html,2019-06-16 10:02,Dealer Plate w/ Auction Access Plates CHEAP 516-787-2790,$1125,1560871338.8301437
10007,6897933990,https://newyork.craigslist.org/lgi/ctd/d/new-york-city-temporary-plates-temp/6897933990.html,2019-05-26 16:19,TEMPORARY PLATES / TEMP TAGS / 30 DAYS /60 DAYS INSURANCE OR TITLE ISSUES ON THE,$0,1560871338.830172
10007,6897926782,https://newyork.craigslist.org/jsy/ctd/d/new-york-city-temporary-plates-temp/6897926782.html,2019-05-26 16:08,TEMPORARY PLATES / TEMP TAGS / 30 DAYS /60 DAYS INSURANCE OR TITLE ISSUES ON THE,$0,1560871338.8302016
10008,6914360581,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6914360581.html,2019-06-17 19:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.3299112
10008,6914209003,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6914209003.html,2019-06-17 16:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.3299627
10008,6913967133,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6913967133.html,2019-06-17 12:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.329996
10008,6913639955,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6913639955.html,2019-06-16 21:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.330028
10008,6913460688,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6913460688.html,2019-06-16 15:38,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.3300598
10008,6913225195,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6913225195.html,2019-06-16 09:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871339.330092
10008,6913013738,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6913013738.html,2019-06-15 18:47,Dealer Plate w/ Auction Access Plates 516-360-6539,$1150,1560871339.3301234
10008,6912184646,https://newyork.craigslist.org/brx/ctd/d/new-york-city-2012-jeep-grand-cherokee/6912184646.html,2019-06-14 16:24,2012 JEEP GRAND CHEROKEE SRT8,$1000,1560871339.3301544
10008,6912010929,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6912010929.html,2019-06-14 13:18,Dealer Plate w/ Auction Access Plates 516-360-6539,$1150,1560871339.3301842
10008,6909373235,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6909373235.html,2019-06-11 01:56,Dealer Plate w/ Auction Access Plates $1199,$1199,1560871339.3302155
10008,6909030581,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6909030581.html,2019-06-10 15:47,Dealer Plate w/ Auction Access Plates $1199,$1199,1560871339.330246
10008,6908972025,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6908972025.html,2019-06-10 14:47,Dealer Plate w/ Auction Access Plates $1199,$1199,1560871339.3302758
10008,6908895053,https://newyork.craigslist.org/wch/cto/d/new-york-city-1993-range-rover-classic/6908895053.html,2019-06-10 13:32,1993 Range Rover Classic,$8500,1560871339.330306
10008,6904886376,https://newyork.craigslist.org/mnh/cto/d/new-york-city-nissan-altima-4sale/6904886376.html,2019-06-04 21:00,Nissan Altima 4sale,$4500,1560871339.330335
10008,6901769363,https://newyork.craigslist.org/lgi/cto/d/new-york-city-wanted-and-up-lexus-rx330/6901769363.html,2019-05-31 16:06,Wanted ‪2004 2005 2006 2007 2009‬ And up Lexus rx330 / rx350.  ,$10000,1560871339.3303638
10008,6897708844,https://newyork.craigslist.org/que/cto/d/new-york-city-1999-toyota-corolla/6897708844.html,2019-05-26 10:48,"1999 Toyota Corolla, Elmhurst, Queens NY",$1250,1560871339.3304043
10008,6892381866,https://newyork.craigslist.org/wch/cto/d/new-york-city-1993-range-rover-classic/6892381866.html,2019-05-19 09:46,1993 Range Rover Classic,$8500,1560871339.3304346
10008,6894273508,https://cnj.craigslist.org/cto/d/new-york-city-wanted-and-up-lexus-rx330/6894273508.html,2019-05-21 16:43,Wanted 2004 2005 2006 2007 2009 And up Lexus rx330 / rx350.   Pr,$10000,1560871339.3304806
10009,6910934042,https://newyork.craigslist.org/que/cto/d/new-york-city-junk-cars-wanted-1-hour/6910934042.html,2019-06-13 01:46,✔️✔️JUNK CARS WANTED ✔️1 HOUR PICKUP✔️TOWING 24/7,$1000000,1560871339.7686787
10009,6909595969,https://newyork.craigslist.org/que/ctd/d/new-york-city-2008-jeep-commander-4x4/6909595969.html,2019-06-11 11:49,2008 JEEP COMMANDER 4X4,$4599,1560871339.7687314
10009,6908442644,https://newyork.craigslist.org/brx/cto/d/new-york-city-2003-audi-a6-quattro-30/6908442644.html,2019-06-09 20:06,2003 Audi A6 Quattro 3.0,$3500,1560871339.768759
10009,6906725943,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2008-toyota-4runner-sr5/6906725943.html,2019-06-07 12:01,2008 Toyota 4Runner SR5 Sport - One Beast of a Truck,$5000,1560871339.7687852
10009,6902364615,https://newyork.craigslist.org/que/cto/d/new-york-city-junk-cars-wanted-1-hour/6902364615.html,2019-06-01 13:14,✔️✔️JUNK CARS WANTED ✔️1 HOUR PICKUP✔️TOWING 24/7,$1000000,1560871339.7688138
10009,6899375538,https://newyork.craigslist.org/que/cto/d/new-york-city-1995-honda-del-sol/6899375538.html,2019-05-28 16:15,1995 Honda Del Sol,$999,1560871339.7688465
10009,6898735728,https://newyork.craigslist.org/mnh/cto/d/new-york-city-05-mitsubishi-fuso-fe-145/6898735728.html,2019-05-27 20:04,05 Mitsubishi fuso FE 145,$6500,1560871339.7688723
10009,6897546224,https://newyork.craigslist.org/que/cto/d/new-york-city-junk-cars-wanted-1-hour/6897546224.html,2019-05-25 22:46,✔️✔️JUNK CARS WANTED ✔️1 HOUR PICKUP✔️TOWING 24/7,$1000000,1560871339.7688982
10009,6893953508,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2010-subaru-forester-25x/6893953508.html,2019-05-21 11:20,2010 Subaru Forester 2.5X,$8500,1560871339.768931
10010,6910241940,https://newyork.craigslist.org/brx/cto/d/new-york-city-mercedes-benz-s430/6910241940.html,2019-06-12 09:04,MERCEDES BENZ S430,$2900,1560871340.2230382
10010,6903491278,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2015-porsche-macan/6903491278.html,2019-06-03 08:39,2015 Porsche Macan S Certified Pre-owned,$33500,1560871340.2233083
10010,6895454718,https://newyork.craigslist.org/mnh/cto/d/new-york-city-audi-q5-2018/6895454718.html,2019-05-23 09:37,Audi Q5 2018,$41700,1560871340.223364
10010,6894031603,https://newyork.craigslist.org/mnh/cto/d/new-york-city-jeep-wrangler-willys/6894031603.html,2019-05-21 12:37,"*** JEEP WRANGLER WILLYS WHEELER 4x4 - LIKE NEW ONLY 11,600 MILES ***",$29950,1560871340.223397
10010,6893288114,https://newyork.craigslist.org/que/cto/d/new-york-city-ford-focus-zx3/6893288114.html,2019-05-20 13:51,Ford focus ZX3,$2500,1560871340.2234466
10011,6910671759,https://newyork.craigslist.org/brk/cto/d/new-york-city-sell/6910671759.html,2019-06-12 17:01,Sell,$4500,1560871340.6627262
10011,6906039368,https://newyork.craigslist.org/mnh/cto/d/new-york-city-bmw-with-tlc-plate-for/6906039368.html,2019-06-06 13:09,BMW with tlc plate for sale,$12500,1560871340.6627743
10011,6897326275,https://newyork.craigslist.org/que/cto/d/new-york-city-buick-for-sale/6897326275.html,2019-05-25 16:00,BUICK FOR SALE,$4100,1560871340.6628156
10011,6896289310,https://newyork.craigslist.org/mnh/cto/d/new-york-city-lexus-rx/6896289310.html,2019-05-24 10:58,Lexus RX,$9200,1560871340.662861
10011,6896271606,https://newyork.craigslist.org/brx/cto/d/new-york-city-lexus-convertible/6896271606.html,2019-05-24 10:38,Lexus convertible,$14000,1560871340.6628857
10011,6893351777,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2017-smart-car-4000-miles/6893351777.html,2019-05-20 14:52,"2017 SMART CAR, 4,000 MILES",$14750,1560871340.6629112
10012,6914087166,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6914087166.html,2019-06-17 14:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871341.0472114
10012,6900524317,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2007-nissan-sentra/6900524317.html,2019-05-30 02:42,2007 Nissan Sentra S,$5600,1560871341.0472796
10012,6895152878,https://newyork.craigslist.org/brk/cto/d/new-york-city-range-rover-supercharged/6895152878.html,2019-05-22 18:24,RANGE ROVER SUPERCHARGED 2011,$17400,1560871341.0473185
10012,6892921552,https://newyork.craigslist.org/brk/cto/d/new-york-city-its-time-you-get-the/6892921552.html,2019-05-20 01:02,💵🚘Its Time You Get The Interest Rate You Deserve,$189,1560871341.0473506
10013,6914354542,https://newyork.craigslist.org/mnh/cto/d/brooklyn-clean/6914354542.html,2019-06-17 18:53,Clean,$6800,1560871341.4607995
10013,6913998372,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2005-lexus-es-miles/6913998372.html,2019-06-17 12:32,"2005 Lexus ES, 76,000 Miles",$5000,1560871341.460871
10013,6912133622,https://newyork.craigslist.org/mnh/cto/d/new-york-city-audi-s4-2008/6912133622.html,2019-06-14 15:26,Audi S4 2008,$10500,1560871341.4609196
10013,6911029358,https://newyork.craigslist.org/que/cto/d/new-york-city-2012-kia-optima/6911029358.html,2019-06-13 09:20,2012 Kia Optima,$10000,1560871341.4609594
10013,6909206338,https://newyork.craigslist.org/que/cto/d/new-york-city-impala/6909206338.html,2019-06-10 19:23,Impala,$8000,1560871341.4609978
10014,6913454812,https://newyork.craigslist.org/brk/cto/d/new-york-city-rare-1960-bentley-2/6913454812.html,2019-06-16 15:29,"""RARE"" 1960 BENTLEY S-2  W/ROBESTO ROOFTOP (STAND-UP AND WAVE TO FANS)",$40,1560871341.891472
10014,6913282953,https://newyork.craigslist.org/que/ctd/d/new-york-city-white-dealer-plate/6913282953.html,2019-06-16 11:02,White Dealer Plate w/ Registration & Insurance Plates 718-705-2998,$1050,1560871341.8915234
10014,6912443789,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2013-dodge-challenger-rt/6912443789.html,2019-06-14 23:40,2013 Dodge Challenger RT Hemi TRADE for a Jeep Wrangler,$18000,1560871341.8915575
10014,6908677340,https://newyork.craigslist.org/que/ctd/d/new-york-city-dealer-plate-auction/6908677340.html,2019-06-10 09:47,Dealer Plate w/ Auction Access Plates $1199,$1199,1560871341.8915896
10014,6905059223,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2002-bmw-x5-30-for-sale/6905059223.html,2019-06-05 08:51,2002 BMW X5 3.0 for sale,$3500,1560871341.8916204
10014,6900218109,https://newyork.craigslist.org/mnh/cto/d/new-york-city-2005-volvo-xc70-cross/6900218109.html,2019-05-29 16:38,2005 Volvo XC70 cross country wagon All whell drive,$1400,1560871341.891651
10015,6914735519,https://newyork.craigslist.org/mnh/cto/d/pleasantville-mercedes/6914735519.html,2019-06-18 11:14,Mercedes,$1000,1560871343.0129712
10015,6914735466,https://newyork.craigslist.org/brx/ctd/d/astoria-dealer-plates-sale/6914735466.html,2019-06-18 11:14,DEALER PLATES Sale!!,$1000,1560871343.0130124
10015,6914734905,https://newyork.craigslist.org/fct/cto/d/ridgefield-2014-hyundai-veloster-turbo/6914734905.html,2019-06-18 11:14,2014 Hyundai Veloster Turbo R- spec,$7500,1560871343.0131094
10015,6914734391,https://newyork.craigslist.org/brx/ctd/d/astoria-dealer-plates-rental/6914734391.html,2019-06-18 11:13,Dealer plates rental,$1300,1560871343.0131457
10015,6914733854,https://newyork.craigslist.org/brk/cto/d/brooklyn-2000-lexus-rx300-for-parts-or/6914733854.html,2019-06-18 11:13,2000 LEXUS RX300 for parts or project,$1300,1560871343.0131717
10015,6914732399,https://newyork.craigslist.org/brk/cto/d/brooklyn-2013-ford-max-for-sale/6914732399.html,2019-06-18 11:11,2013 Ford C-Max for Sale,$7000,1560871343.0131993
10015,6914731137,https://newyork.craigslist.org/brk/cto/d/brooklyn-2018-nissan-altima-25-sv/6914731137.html,2019-06-18 11:10,2018 Nissan Altima 2.5 SV condition:MINT(NEW CAR) ONE OWNER.,$14500,1560871343.0132256
10015,6914730303,https://newyork.craigslist.org/lgi/ctd/d/great-neck-2016-mercedes-benz-300-4matic/6914730303.html,2019-06-18 11:09,2016 Mercedes-Benz C 300 4MATIC,$279,1560871343.0132542
10015,6914729803,https://newyork.craigslist.org/wch/cto/d/bronx-chrysler-pacifica-2005/6914729803.html,2019-06-18 11:08,Chrysler Pacifica 2005,$4000,1560871343.0132813
10015,6914729571,https://newyork.craigslist.org/lgi/cto/d/deer-park-1987-porsche-944/6914729571.html,2019-06-18 11:08,1987 PORSCHE 944 S,$3500,1560871343.0133076
10015,6914729352,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2002-ford-f-ext-cab-lifted/6914729352.html,2019-06-18 11:08,"2002 FORD F250 F-250 EXT CAB LIFTED CUSTOM 52,000 MILES! WE FINANCE!!",$14400,1560871343.0133336
10015,6914728613,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2004-jeep-grand-cherokee-1/6914728613.html,2019-06-18 11:07,"2004 JEEP GRAND CHEROKEE 1 OWNER 31,000 MILES!! WE FINANCE!!",$10500,1560871343.0133736
10015,6914728517,https://newyork.craigslist.org/stn/cto/d/staten-island-fiat-500-abarth/6914728517.html,2019-06-18 11:07,FIAT 500 ABARTH,$11500,1560871343.0134058
10015,6914727963,https://newyork.craigslist.org/lgi/ctd/d/bethpage-2009-kia-sedona-mini-van-miles/6914727963.html,2019-06-18 11:06,"2009 KIA SEDONA MINI VAN 75,000 MILES!! RUNS GREAT! WE FINANCE!!",$6800,1560871343.0134346
10015,6914725891,https://newyork.craigslist.org/brk/cto/d/brooklyn-2007-chevrolet-cobalt-ls/6914725891.html,2019-06-18 11:04,2007 CHEVROLET COBALT LS. 95000ML. ONE OWNER. MINT CONDITION.,$2950,1560871343.013467
10015,6914722585,https://newyork.craigslist.org/lgi/ctd/d/port-jefferson-station-2018-ram-call/6914722585.html,2019-06-18 11:01,2018 Ram 1500 - Call 877-652-1632,$0,1560871343.013498
10015,6914721941,https://newyork.craigslist.org/lgi/cto/d/brookhaven-2005-sterling-acterra/6914721941.html,2019-06-18 11:00,2005 STERLING ACTERRA  REFRIGATER TRUCK.,$11995,1560871343.0135279
10015,6914721813,https://newyork.craigslist.org/brk/ctd/d/woodbridge-2016-ford-150-f-xlt-4x4-4dr/6914721813.html,2019-06-18 11:00,2016 Ford F-150 F150 F 150 XLT 4x4 4dr SuperCrew 6.5 ft. SB We Finance Everyone,$31995,1560871343.0135589
10015,6914720219,https://newyork.craigslist.org/brk/cto/d/brooklyn-2013-nissa-centra-sv-88000ml/6914720219.html,2019-06-18 10:58,2013 NISSA CENTRA SV. 88000ML. Rear left side of the bumper is damage.,$3500,1560871343.0135925
10015,6914718573,https://newyork.craigslist.org/fct/cto/d/stratford-1998-mercedes-e300td/6914718573.html,2019-06-18 10:57,1998 Mercedes E300TD,$6500,1560871343.0136254
10015,6914718532,https://newyork.craigslist.org/brk/cto/d/brooklyn-2002-honda-odyssey/6914718532.html,2019-06-18 10:56,2002 Honda Odyssey,$1799,1560871343.0136538
10015,6914716847,https://newyork.craigslist.org/lgi/cto/d/freeport-2012-ford-transit-connect-xlt/6914716847.html,2019-06-18 10:55,2012 ford transit connect xlt,$8500,1560871343.013682
10015,6914715216,https://newyork.craigslist.org/brk/cto/d/brooklyn-2009-subaru-outback-25-limited/6914715216.html,2019-06-18 10:53,2009 SUBARU OUTBACK 2.5 LIMITED AWD. ONE OWNER. GOOD CONDITION.,$3950,1560871343.0137117
10015,6914711357,https://newyork.craigslist.org/jsy/ctd/d/amityville-2015-mercedes-benz-cls-63/6914711357.html,2019-06-18 10:48,2015 Mercedes-Benz CLS 63 4dr Sdn  AMG S-Model 4MATIC,$62995,1560871343.0137439
10015,6914711256,https://newyork.craigslist.org/que/cto/d/flushing-1997-toyota-corolla-le/6914711256.html,2019-06-18 10:48,1997 TOYOTA COROLLA LE ****61253 MILES******ONE OWENR*****,$2500,1560871343.0137753
10015,6914711118,https://newyork.craigslist.org/wch/ctd/d/oakville-2012-toyota-camry-4dr-sdn-i4/6914711118.html,2019-06-18 10:48,2012 Toyota Camry  4dr Sdn I4 Auto LE 4dr Car ,$7995,1560871343.0138068
10015,6914710874,https://newyork.craigslist.org/brk/cto/d/brooklyn-2014-ram-cargo-van-tradesman/6914710874.html,2019-06-18 10:48,2014 RAM CARGO VAN TRADESMAN / DODGE GRAND CARAVAN CARGO. 106000ML.,$5750,1560871343.0138378
10015,6914708570,https://newyork.craigslist.org/brx/ctd/d/white-plains-2016-jeep-cherokee-low-apr/6914708570.html,2019-06-18 10:46,2016 Jeep Cherokee - *LOW APR AVAILABLE*,$21837,1560871343.013871
10015,6914708525,https://newyork.craigslist.org/wch/ctd/d/white-plains-2018-dodge-grand-caravan-0/6914708525.html,2019-06-18 10:45,2018 Dodge Grand Caravan - *$0 DOWN PAYMENTS AVAIL*,$20157,1560871343.0139012
10015,6914708370,https://newyork.craigslist.org/mnh/cto/d/staten-island-buick-lesabre-custom-2004/6914708370.html,2019-06-18 10:45,BUICK LESABRE CUSTOM 2004 Lowered PRICE,$2999,1560871343.0139325
10015,6914708183,https://newyork.craigslist.org/que/cto/d/flushing-2010-nissan-altima-se-43k-miles/6914708183.html,2019-06-18 10:45,2010 NISSAN ALTIMA SE  *****43K MILES******,$6300,1560871343.0139627
